(19988,1,31,0):	0	0.018	1	1
(19988,1,33,0):	0.002	0.004	0	0
(19988,1,41,0):	0	0.002	0	0
(19988,1,51,0):	0	0.012	0	0
(19988,1,90,0):	0	0.008	1	1
(19988,1,132,0):	0	0.001	0	0
(19988,1,138,0):	0.001	0.019	0.856	0.974
(19988,1,143,0):	0.001	0.011	0	0
(19988,1,154,0):	0	0.001	0	0
(19988,1,164,0):	0.001	0.013	1	1
(19988,1,176,0):	0.002	0.029	1	1
(19988,1,177,0):	0.001	0.019	0	0
(19988,1,192,0):	0	0.001	0	0
(19988,1,195,0):	0	0.007	0	0
(19988,1,197,0):	0	0.003	0	0
(19988,1,200,0):	0	0.006	0	0
(19989,0,12,0):	0.003	0	0	0
(19989,0,13,0):	0.015	0	0	0
(19989,0,20,0):	0.004	0	0	0
(19989,0,27,0):	0.013	0	0	0
(19989,0,33,0):	0.01	0	0	0
(19989,0,44,0):	0.004	0	0	0
(19989,0,46,0):	0.002	0	0	0
(19989,0,50,0):	0.008	0	0	0
(19989,0,61,0):	0.015	0.001	0	0
(19989,0,74,0):	0.003	0	0	0
(19989,0,83,0):	0.001	0	0	0
(19989,0,88,0):	0.009	0	0	0
(19989,0,97,0):	0.008	0	0	0
(19989,0,98,0):	0.015	0	0	0
(19989,0,118,0):	0.003	0	0	0
(19989,0,123,0):	0.004	0.005	1	1
(19989,0,134,0):	0.006	0.001	0	0
(19989,0,141,0):	0.002	0	0	0
(19989,0,145,0):	0.008	0.006	0	0
(19989,0,146,0):	0.004	0	0	0
(19989,0,147,0):	0.003	0	0	0
(19989,0,148,0):	0.008	0	0	0
(19989,0,161,0):	0.003	0	0	0
(19989,0,166,0):	0.003	0	0	0
(19989,0,180,0):	0.001	0	0	0
(19989,0,185,0):	0.014	0	0	0
(19989,0,186,0):	0.003	0	0	0
(19989,1,5,0):	0	0.002	0	0
(19989,1,6,0):	0	0.004	0	0
(19989,1,8,0):	0	0.011	0	0
(19989,1,10,0):	0	0.003	0	0
(19989,1,18,0):	0	0.002	0	0
(19989,1,19,0):	0	0.003	0	0
(19989,1,21,0):	0	0.008	0	0
(19989,1,28,0):	0	0.006	0	0
(19989,1,30,0):	0	0.009	0	0
(19989,1,34,0):	0	0.001	0	0
(19989,1,36,0):	0	0.008	0.752	0.971
(19989,1,43,0):	0	0.004	0.834	0.99
(19989,1,44,0):	0	0.002	0	0
(19989,1,62,0):	0	0.002	0	0
(19989,1,78,0):	0	0.002	0	0
(19989,1,111,0):	0	0.009	0	0
(19989,1,117,0):	0	0.022	0.927	0.995
(19989,1,120,0):	0	0.003	0	0
(19989,1,122,0):	0	0.01	0	0
(19989,1,126,0):	0	0.014	0	0
(19989,1,127,0):	0	0.002	0	0
(19989,1,134,0):	0	0.001	0	0
(19989,1,139,0):	0	0.012	0	0
(19989,1,155,0):	0	0.006	0.974	0.956
(19989,1,156,0):	0	0.004	0	0
(19989,1,170,0):	0	0.004	0	0
(19989,1,179,0):	0	0.006	0	0
(19989,1,192,0):	0	0.009	0	0
(19990,0,1,0):	0.004	0	0	0
(19990,0,3,0):	0.004	0	0	0
(19990,0,9,0):	0.014	0.001	0	0
(19990,0,10,0):	0.01	0	0	0
(19990,0,12,0):	0.004	0.001	0	0
(19990,0,13,0):	0.013	0.001	0.768	0.935
(19990,0,27,0):	0.005	0	0	0
(19990,0,33,0):	0.001	0	0	0
(19990,0,35,0):	0.008	0	0	0
(19990,0,43,0):	0.002	0	0	0
(19990,0,44,0):	0.012	0	0	0
(19990,0,48,0):	0.007	0	0	0
(19990,0,68,0):	0.001	0	0	0
(19990,0,71,0):	0.001	0.001	0	0
(19990,0,79,0):	0.003	0	0	0
(19990,0,97,0):	0.012	0	0	0
(19990,0,102,0):	0.004	0	0	0
(19990,0,103,0):	0.004	0	0	0
(19990,0,107,0):	0.001	0	0	0
(19990,0,108,0):	0.006	0	0	0
(19990,0,122,0):	0.019	0	0	0
(19990,0,123,0):	0.002	0	0	0
(19990,0,140,0):	0.001	0	0	0
(19990,0,141,0):	0.008	0	0	0
(19990,0,143,0):	0.001	0	0	0
(19990,0,145,0):	0.008	0	0	0
(19990,0,147,0):	0.003	0	0	0
(19990,0,171,0):	0.015	0	0	0
(19990,0,172,0):	0.013	0	0.813	0.908
(19990,0,178,0):	0.006	0.002	0	0
(19990,0,181,0):	0.004	0	0.813	0.941
(19990,0,188,0):	0.001	0	0	0
(19990,1,16,0):	0	0.025	0.979	0.999
(19990,1,23,0):	0	0.002	0	0
(19990,1,43,0):	0.001	0	0	0
(19990,1,62,0):	0	0.003	0	0
(19990,1,71,0):	0	0.006	0	0
(19990,1,73,0):	0	0.006	0.537	0.916
(19990,1,78,0):	0	0.001	0	0
(19990,1,81,0):	0	0.001	0	0
(19990,1,86,0):	0	0.014	0	0
(19990,1,87,0):	0	0.005	0	0
(19990,1,92,0):	0	0.001	0	0
(19990,1,93,0):	0	0.008	0	0
(19990,1,97,0):	0	0.004	0	0
(19990,1,98,0):	0	0.002	0	0
(19990,1,100,0):	0.001	0.006	0	0
(19990,1,112,0):	0	0.004	0	0
(19990,1,113,0):	0	0.003	0	0
(19990,1,119,0):	0	0.002	0	0
(19990,1,123,0):	0	0.001	0	0
(19990,1,125,0):	0	0.006	0	0
(19990,1,130,0):	0	0.003	0	0
(19990,1,133,0):	0	0.003	0	0
(19990,1,135,0):	0	0.003	0	0
(19990,1,137,0):	0	0.013	0.723	0.965
(19990,1,139,0):	0	0.002	1	1
(19990,1,141,0):	0.011	0.003	0	0
(19990,1,142,0):	0	0.009	0	0
(19990,1,165,0):	0	0.002	0	0
(19990,1,168,0):	0	0.014	0	0
(19990,1,179,0):	0	0.003	0	0
(19990,1,182,0):	0	0.001	0	0
(19990,1,187,0):	0	0.004	0	0
(19991,0,6,0):	0.007	0	0	0
(19991,0,7,0):	0.001	0	0	0
(19991,0,19,0):	0.01	0	0	0
(19991,0,29,0):	0.005	0	0	0
(19991,0,47,0):	0.002	0	0	0
(19991,0,49,0):	0.011	0	0	0
(19991,0,50,0):	0.01	0	0	0
(19991,0,61,0):	0.002	0	0	0
(19991,0,65,0):	0.005	0	0	0
(19991,0,69,0):	0.002	0	0	0
(19991,0,70,0):	0.008	0	0	0
(19991,0,76,0):	0.007	0	0	0
(19991,0,82,0):	0.007	0.001	0	0
(19991,0,90,0):	0.002	0	0	0
(19991,0,94,0):	0.004	0	0	0
(19991,0,98,0):	0.01	0	0.845	0.982
(19991,0,100,0):	0.013	0	0.486	0.937
(19991,0,101,0):	0.001	0	0	0
(19991,0,111,0):	0.001	0	0	0
(19991,0,117,0):	0.02	0	0	0
(19991,0,121,0):	0.01	0	0.915	0.919
(19991,0,132,0):	0.004	0	0	0
(19991,0,140,0):	0.01	0	0	0
(19991,0,141,0):	0.01	0	0	0
(19991,0,152,0):	0.002	0	0	0
(19991,0,161,0):	0.001	0	0	0
(19991,0,162,0):	0.001	0	0	0
(19991,0,166,0):	0.002	0	0	0
(19991,0,172,0):	0.007	0	0	0
(19991,0,177,0):	0.004	0	0	0
(19991,0,179,0):	0.007	0	0	0
(19991,0,186,0):	0.003	0	0	0
(19991,0,188,0):	0.006	0	0	0
(19991,0,189,0):	0.009	0	0.879	0.991
(19991,0,200,0):	0.004	0	0	0
(19991,0,201,0):	0.002	0	0	0
(19991,0,202,0):	0.004	0	0	0
(19991,0,215,0):	0.008	0	0	0
(19991,1,1,0):	0	0.003	0	0
(19991,1,17,0):	0	0.009	0	0
(19991,1,19,0):	0.001	0.005	0	0
(19991,1,27,0):	0	0.001	0	0
(19991,1,29,0):	0.001	0.016	0.8	0.977
(19991,1,35,0):	0	0.021	0	0
(19991,1,42,0):	0	0.009	1	1
(19991,1,52,0):	0.001	0.015	0	0
(19991,1,60,0):	0.001	0.01	0	0
(19991,1,70,0):	0.002	0.008	0.976	0.999
(19991,1,73,0):	0	0.006	0.521	0.923
(19991,1,88,0):	0	0.012	1	1
(19991,1,93,0):	0	0.003	0	0
(19991,1,96,0):	0	0.004	0	0
(19991,1,99,0):	0	0.001	0	0
(19991,1,104,0):	0	0.004	0	0
(19991,1,109,0):	0	0.009	0	0
(19991,1,110,0):	0	0.001	0	0
(19991,1,115,0):	0	0.007	0	0
(19991,1,119,0):	0	0.004	0	0
(19991,1,122,0):	0.002	0.004	0	0
(19991,1,125,0):	0	0.004	1	0.973
(19991,1,129,0):	0	0.002	0	0
(19991,1,130,0):	0	0.001	0	0
(19991,1,131,0):	0	0.008	1	1
(19991,1,141,0):	0	0.007	0	0
(19991,1,148,0):	0	0.003	0	0
(19991,1,150,0):	0	0.008	0	0
(19991,1,154,0):	0	0.001	0	0
(19991,1,155,0):	0	0.001	0	0
(19991,1,184,0):	0	0.006	0	0
(19991,1,187,0):	0	0.01	0	0
(19991,1,189,0):	0	0.002	0	0
(19991,1,195,0):	0	0.008	0.849	0.989
(19992,0,20,0):	0.004	0	0	0
(19992,0,24,0):	0.005	0	0	0
(19992,0,32,0):	0.006	0.002	0	0
(19992,0,49,0):	0.003	0	0	0
(19992,0,54,0):	0.001	0	0	0
(19992,0,66,0):	0.009	0	0	0
(19992,0,67,0):	0.013	0	0	0
(19992,0,71,0):	0.008	0.003	0	0
(19992,0,75,0):	0.003	0	0	0
(19992,0,76,0):	0.01	0	0	0
(19992,0,88,0):	0.002	0	0	0
(19992,0,90,0):	0.002	0.002	0	0
(19992,0,105,0):	0.008	0	0	0
(19992,0,121,0):	0.007	0	0	0
(19992,0,122,0):	0.011	0	0	0
(19992,0,134,0):	0.003	0	0	0
(19992,0,135,0):	0.013	0	0	0
(19992,0,136,0):	0.001	0	0	0
(19992,0,148,0):	0.01	0	0	0
(19992,0,153,0):	0.002	0	0	0
(19992,0,157,0):	0.016	0	0	0
(19992,0,158,0):	0.001	0	0	0
(19992,0,161,0):	0.012	0	0	0
(19992,0,167,0):	0.009	0	0.89	0.983
(19992,0,169,0):	0	0.005	0	0
(19992,0,170,0):	0.006	0	0	0
(19992,0,171,0):	0.007	0	0	0
(19992,0,172,0):	0.002	0	1	0.974
(19992,0,175,0):	0.003	0	0	0
(19992,0,179,0):	0.004	0	0	0
(19992,0,180,0):	0.001	0	0	0
(19992,0,183,0):	0.002	0	0	0
(19992,0,184,0):	0.001	0	0	0
(19992,0,193,0):	0.002	0	0	0
(19992,0,198,0):	0.011	0	0	0
(19992,1,1,0):	0	0.002	0	0
(19992,1,3,0):	0	0.011	1	1
(19992,1,8,0):	0	0.008	0	0
(19992,1,10,0):	0	0.006	0	0
(19992,1,23,0):	0	0.002	1	1
(19992,1,27,0):	0	0.016	0	0
(19992,1,31,0):	0	0.001	0	0
(19992,1,39,0):	0	0.009	0.759	0.844
(19992,1,46,0):	0	0.007	0	0
(19992,1,52,0):	0	0.01	0	0
(19992,1,66,0):	0	0.005	0	0
(19992,1,73,0):	0	0.006	0	0
(19992,1,75,0):	0	0.002	0.941	0.945
(19992,1,77,0):	0	0.004	0	0
(19992,1,83,0):	0	0.001	0	0
(19992,1,88,0):	0	0.013	0	0
(19992,1,94,0):	0	0.001	0	0
(19992,1,95,0):	0	0.002	0	0
(19992,1,97,0):	0	0.004	0	0
(19992,1,98,0):	0	0.003	0	0
(19992,1,101,0):	0	0.001	0	0
(19992,1,102,0):	0	0.001	0	0
(19992,1,107,0):	0	0.002	0	0
(19992,1,112,0):	0	0.002	0	0
(19992,1,115,0):	0	0.017	1	1
(19992,1,116,0):	0	0.007	0	0
(19992,1,118,0):	0	0.005	0	0
(19992,1,119,0):	0	0.002	0	0
(19992,1,134,0):	0	0.005	0	0
(19992,1,138,0):	0	0.001	0	0
(19992,1,141,0):	0	0.005	1	1
(19992,1,147,0):	0	0.003	0	0
(19992,1,164,0):	0	0.001	0	0
(19992,1,165,0):	0	0.002	0	0
(19992,1,167,0):	0	0.005	1	1
(19992,1,171,0):	0	0.005	0	0
(19992,1,194,0):	0	0.002	0	0
(19993,0,4,0):	0.001	0	0	0
(19993,0,6,0):	0.004	0	0	0
(19993,0,7,0):	0.003	0	0	0
(19993,0,44,0):	0.027	0.001	0	0
(19993,0,50,0):	0.001	0	0	0
(19993,0,58,0):	0.016	0	0	0
(19993,0,65,0):	0.008	0	0	0
(19993,0,71,0):	0.001	0	0	0
(19993,0,74,0):	0.017	0.001	0	0
(19993,0,76,0):	0.007	0	0	0
(19993,0,89,0):	0.003	0	0	0
(19993,0,92,0):	0.001	0	0	0
(19993,0,96,0):	0.003	0	0	0
(19993,0,97,0):	0.005	0	1	1
(19993,0,102,0):	0.002	0	0	0
(19993,0,110,0):	0.001	0	0	0
(19993,0,115,0):	0.002	0	0	0
(19993,0,120,0):	0.001	0	0	0
(19993,0,122,0):	0.008	0	0	0
(19993,0,133,0):	0.008	0	0	0
(19993,0,135,0):	0.002	0	0	0
(19993,0,138,0):	0.001	0	0	0
(19993,0,141,0):	0.001	0	0	0
(19993,0,147,0):	0.003	0	0	0
(19993,0,148,0):	0.002	0	0	0
(19993,0,154,0):	0.009	0	1	1
(19993,0,159,0):	0.001	0	0	0
(19993,0,160,0):	0.002	0	0	0
(19993,0,169,0):	0.005	0	0	0
(19993,0,174,0):	0.005	0	0	0
(19993,0,175,0):	0.002	0	0	0
(19993,0,180,0):	0.003	0	0	0
(19993,0,184,0):	0.009	0	0	0
(19993,0,197,0):	0.001	0	0	0
(19993,0,198,0):	0.008	0	0.795	0.95
(19993,1,6,0):	0	0.007	0	0
(19993,1,13,0):	0	0.006	0	0
(19993,1,22,0):	0.001	0.006	0	0
(19993,1,26,0):	0.003	0.009	0	0
(19993,1,29,0):	0	0.005	0	0
(19993,1,32,0):	0	0.003	0	0
(19993,1,36,0):	0	0.001	0	0
(19993,1,45,0):	0	0.002	0	0
(19993,1,47,0):	0	0.001	0	0
(19993,1,51,0):	0	0.005	0	0
(19993,1,63,0):	0	0.002	0	0
(19993,1,75,0):	0	0.001	0	0
(19993,1,76,0):	0	0.006	0	0
(19993,1,88,0):	0	0.006	0	0
(19993,1,94,0):	0	0.001	0	0
(19993,1,100,0):	0.001	0.014	0	0
(19993,1,108,0):	0	0.002	0	0
(19993,1,117,0):	0	0.003	0	0
(19993,1,121,0):	0	0.002	0	0
(19993,1,123,0):	0	0.002	0	0
(19993,1,130,0):	0	0.003	0	0
(19993,1,136,0):	0	0.001	1	1
(19993,1,154,0):	0	0.009	0	0
(19993,1,158,0):	0	0.013	0	0
(19993,1,164,0):	0	0.012	0	0
(19993,1,169,0):	0	0.003	0	0
(19993,1,171,0):	0	0.001	0	0
(19993,1,175,0):	0	0.003	0	0
(19993,1,176,0):	0	0.004	0	0
(19994,0,4,0):	0.003	0	0	0
(19994,0,11,0):	0.005	0	0	0
(19994,0,18,0):	0.003	0	0.993	0.999
(19994,0,25,0):	0.011	0	0	0
(19994,0,35,0):	0.003	0	0	0
(19994,0,36,0):	0.005	0	1	0.997
(19994,0,37,0):	0.005	0	0.883	0.99
(19994,0,41,0):	0.022	0	0	0
(19994,0,43,0):	0.002	0	0	0
(19994,0,46,0):	0.006	0	0	0
(19994,0,71,0):	0.002	0	0	0
(19994,0,87,0):	0.004	0	0	0
(19994,0,94,0):	0.002	0	0	0
(19994,0,95,0):	0.002	0	0	0
(19994,0,96,0):	0.003	0	0	0
(19994,0,102,0):	0.003	0	0	0
(19994,0,109,0):	0.001	0	0	0
(19994,0,111,0):	0.001	0	0	0
(19994,0,120,0):	0.007	0	0	0
(19994,0,121,0):	0.001	0	0	0
(19994,0,123,0):	0.002	0	0	0
(19994,0,140,0):	0.011	0	0	0
(19994,0,144,0):	0.002	0	0	0
(19994,0,146,0):	0.011	0	0	0
(19994,0,152,0):	0.001	0	0	0
(19994,0,154,0):	0.003	0	0	0
(19994,0,160,0):	0.003	0	1	1
(19994,0,162,0):	0.003	0	0	0
(19994,0,173,0):	0.004	0	0	0
(19994,0,181,0):	0.001	0	0	0
(19994,0,183,0):	0.005	0	0	0
(19994,0,186,0):	0.006	0	0.965	0.988
(19994,1,6,0):	0.003	0.001	1	1
(19994,1,11,0):	0	0.008	0	0
(19994,1,13,0):	0	0.008	0	0
(19994,1,15,0):	0	0.001	0	0
(19994,1,25,0):	0	0.008	0	0
(19994,1,33,0):	0	0.001	0	0
(19994,1,34,0):	0	0.012	0.973	0.954
(19994,1,37,0):	0	0.003	0	0
(19994,1,38,0):	0	0.003	0	0
(19994,1,39,0):	0	0.003	0	0
(19994,1,45,0):	0	0.001	0	0
(19994,1,55,0):	0	0.002	0	0
(19994,1,78,0):	0	0.001	0	0
(19994,1,85,0):	0	0.011	0	0
(19994,1,89,0):	0	0.003	0	0
(19994,1,90,0):	0	0.001	0	0
(19994,1,94,0):	0	0.003	0	0
(19994,1,103,0):	0	0.004	0	0
(19994,1,113,0):	0	0.001	0	0
(19994,1,116,0):	0	0.004	0	0
(19994,1,118,0):	0	0.004	0	0
(19994,1,119,0):	0	0.005	0	0
(19994,1,124,0):	0	0.001	0	0
(19994,1,125,0):	0	0.002	0	0
(19994,1,126,0):	0	0.005	0	0
(19994,1,127,0):	0	0.002	0.794	0.932
(19994,1,132,0):	0	0.004	0	0
(19994,1,135,0):	0	0.004	0	0
(19994,1,143,0):	0	0.006	0	0
(19994,1,144,0):	0	0.004	0	0
(19994,1,145,0):	0	0.001	0	0
(19994,1,147,0):	0	0.012	1	1
(19994,1,148,0):	0	0.002	0	0
(19994,1,160,0):	0	0.009	0	0
(19994,1,167,0):	0	0.002	0.805	0.934
(19994,1,168,0):	0	0.001	0	0
(19994,1,170,0):	0	0.002	0	0
(19994,1,173,0):	0	0.001	0	0
(19994,1,178,0):	0	0.009	0	0
(19994,1,182,0):	0	0.004	0	0
(19994,1,186,0):	0	0.008	0	0
(19994,1,188,0):	0	0.001	0	0
(19994,1,190,0):	0	0.005	0	0
(19994,1,196,0):	0	0.002	0	0
(19995,0,16,0):	0.01	0	0	0
(19995,0,27,0):	0.006	0	0	0
(19995,0,32,0):	0.002	0	0	0
(19995,0,34,0):	0.001	0	0	0
(19995,0,35,0):	0.006	0	0	0
(19995,0,36,0):	0.002	0	0	0
(19995,0,39,0):	0.007	0	0	0
(19995,0,43,0):	0.006	0	0	0
(19995,0,45,0):	0.002	0	0	0
(19995,0,48,0):	0.001	0	0	0
(19995,0,51,0):	0.009	0	0	0
(19995,0,55,0):	0.001	0	0	0
(19995,0,56,0):	0.006	0	1	1
(19995,0,60,0):	0.001	0	0	0
(19995,0,68,0):	0.002	0	0	0
(19995,0,70,0):	0.003	0	0	0
(19995,0,71,0):	0.004	0.001	0	0
(19995,0,73,0):	0.001	0	0	0
(19995,0,76,0):	0.008	0	0	0
(19995,0,80,0):	0.002	0	0.799	0.969
(19995,0,84,0):	0.005	0	0	0
(19995,0,88,0):	0.002	0	0	0
(19995,0,89,0):	0.002	0	0	0
(19995,0,90,0):	0.004	0	0	0
(19995,0,96,0):	0.008	0	0	0
(19995,0,97,0):	0.001	0	0	0
(19995,0,98,0):	0.004	0	0	0
(19995,0,102,0):	0.001	0	0	0
(19995,0,104,0):	0.002	0	0	0
(19995,0,106,0):	0.002	0	0	0
(19995,0,118,0):	0.018	0	0	0
(19995,0,119,0):	0	0.001	0	0
(19995,0,122,0):	0.002	0	0	0
(19995,0,129,0):	0.001	0	0	0
(19995,0,131,0):	0.002	0	0	0
(19995,0,132,0):	0.001	0	0	0
(19995,0,133,0):	0.001	0	0	0
(19995,0,135,0):	0.008	0	0	0
(19995,0,145,0):	0.013	0	0.853	0.995
(19995,0,146,0):	0.013	0	0.788	0.947
(19995,0,151,0):	0.005	0	0	0
(19995,0,153,0):	0.001	0	0	0
(19995,0,154,0):	0.007	0	0.953	0.989
(19995,0,157,0):	0.003	0	0	0
(19995,0,161,0):	0.001	0	0	0
(19995,0,167,0):	0.002	0	0	0
(19995,0,168,0):	0.006	0	0	0
(19995,0,170,0):	0.004	0	0	0
(19995,0,171,0):	0.004	0	0	0
(19995,0,184,0):	0.003	0	0	0
(19995,0,188,0):	0.007	0	0	0
(19995,0,192,0):	0.003	0	0	0
(19995,0,194,0):	0.003	0	0	0
(19995,0,197,0):	0.005	0	0	0
(19995,0,198,0):	0.004	0	0	0
(19995,0,199,0):	0.002	0	0	0
(19995,0,201,0):	0.003	0	0	0
(19995,1,1,0):	0	0.001	0	0
(19995,1,6,0):	0	0.003	0	0
(19995,1,7,0):	0	0.007	0	0
(19995,1,17,0):	0	0.006	0.956	1
(19995,1,19,0):	0	0.001	0	0
(19995,1,20,0):	0	0.002	0	0
(19995,1,31,0):	0	0.001	0	0
(19995,1,32,0):	0	0.001	0	0
(19995,1,34,0):	0	0.001	1	1
(19995,1,40,0):	0	0.003	0	0
(19995,1,48,0):	0	0.004	0	0
(19995,1,55,0):	0	0.003	0	0
(19995,1,57,0):	0	0.005	0	0
(19995,1,58,0):	0	0.002	0	0
(19995,1,65,0):	0	0.002	0	0
(19995,1,66,0):	0	0.011	0	0
(19995,1,74,0):	0	0.008	0	0
(19995,1,78,0):	0	0.001	0	0
(19995,1,79,0):	0	0.004	0	0
(19995,1,81,0):	0	0.002	0	0
(19995,1,82,0):	0	0.014	0	0
(19995,1,84,0):	0	0.003	0	0
(19995,1,87,0):	0	0.008	0	0
(19995,1,89,0):	0	0.006	0	0
(19995,1,91,0):	0	0.001	0	0
(19995,1,95,0):	0	0.002	0	0
(19995,1,96,0):	0	0.005	0	0
(19995,1,97,0):	0	0.002	0	0
(19995,1,100,0):	0	0.002	0	0
(19995,1,101,0):	0	0.003	0	0
(19995,1,102,0):	0	0.002	1	1
(19995,1,107,0):	0	0.001	0	0
(19995,1,110,0):	0	0.006	0	0
(19995,1,114,0):	0	0.002	0	0
(19995,1,117,0):	0	0.002	0.582	0.923
(19995,1,124,0):	0	0.002	0	0
(19995,1,126,0):	0	0.003	0	0
(19995,1,127,0):	0	0.004	0	0
(19995,1,128,0):	0	0.007	0	0
(19995,1,129,0):	0	0.004	0	0
(19995,1,130,0):	0	0.001	0	0
(19995,1,137,0):	0	0.002	0	0
(19995,1,138,0):	0	0.004	1	1
(19995,1,140,0):	0	0.001	0	0
(19995,1,143,0):	0	0.003	0	0
(19995,1,150,0):	0	0.001	0	0
(19995,1,156,0):	0	0.006	0	0
(19995,1,163,0):	0	0.002	0	0
(19995,1,167,0):	0	0.007	1	1
(19995,1,168,0):	0	0.003	0.719	0.932
(19995,1,171,0):	0	0.008	0	0
(19995,1,175,0):	0	0.008	0	0
(19995,1,177,0):	0	0.005	0	0
(19995,1,178,0):	0	0.004	0	0
(19995,1,183,0):	0	0.014	0	0
(19995,1,184,0):	0	0.003	0	0
(19995,1,185,0):	0	0.001	0	0
(19995,1,192,0):	0	0.002	0	0
(19995,1,193,0):	0.007	0.004	0	0
(19995,1,197,0):	0	0.002	0	0
(19995,1,201,0):	0	0.005	0	0
(19995,1,203,0):	0	0.002	0	0
(19995,1,204,0):	0.001	0.007	1	1
(19995,1,206,0):	0	0.003	0	0
(19995,1,207,0):	0	0.002	0	0
(19995,1,208,0):	0	0.002	0	0
(19995,1,209,0):	0	0.012	0.752	0.93
(19995,1,211,0):	0	0.002	0	0
(19996,0,2,0):	0.002	0	0	0
(19996,0,8,0):	0.002	0	0	0
(19996,0,14,0):	0.001	0	0	0
(19996,0,24,0):	0	0.001	0	0
(19996,0,25,0):	0.004	0	0.912	0.999
(19996,0,27,0):	0.001	0	0	0
(19996,0,28,0):	0.003	0	0	0
(19996,0,34,0):	0.002	0	0	0
(19996,0,37,0):	0.002	0	0	0
(19996,0,41,0):	0.002	0	0	0
(19996,0,48,0):	0.002	0	0	0
(19996,0,49,0):	0.006	0	0	0
(19996,0,50,0):	0.005	0	0	0
(19996,0,51,0):	0.002	0	0	0
(19996,0,52,0):	0.002	0	0	0
(19996,0,54,0):	0.004	0	0	0
(19996,0,60,0):	0.002	0	0	0
(19996,0,67,0):	0.001	0	0	0
(19996,0,70,0):	0.006	0	0	0
(19996,0,71,0):	0.001	0	0	0
(19996,0,74,0):	0.005	0	0	0
(19996,0,79,0):	0.002	0	0	0
(19996,0,80,0):	0.003	0	0	0
(19996,0,82,0):	0.005	0	0	0
(19996,0,86,0):	0.002	0	0	0
(19996,0,90,0):	0.003	0	0	0
(19996,0,92,0):	0.001	0	0	0
(19996,0,94,0):	0.001	0	0	0
(19996,0,97,0):	0.008	0	0	0
(19996,0,100,0):	0.002	0.002	0	0
(19996,0,111,0):	0.002	0	0	0
(19996,0,112,0):	0.002	0.001	0	0
(19996,0,113,0):	0.001	0	0	0
(19996,0,119,0):	0.006	0.001	0	0
(19996,0,121,0):	0.002	0	0	0
(19996,0,127,0):	0.001	0	0	0
(19996,0,133,0):	0.003	0	0	0
(19996,0,135,0):	0.003	0	0	0
(19996,0,138,0):	0.002	0	0	0
(19996,0,146,0):	0.001	0	0	0
(19996,0,151,0):	0.001	0	0	0
(19996,0,157,0):	0.004	0	0	0
(19996,0,160,0):	0.002	0	0	0
(19996,0,168,0):	0.009	0	0	0
(19996,0,170,0):	0.012	0	0	0
(19996,0,172,0):	0.003	0	0	0
(19996,0,173,0):	0.001	0	0	0
(19996,0,175,0):	0.002	0	0	0
(19996,0,176,0):	0.001	0	0	0
(19996,0,178,0):	0.002	0	0	0
(19996,0,179,0):	0.002	0	0	0
(19996,1,6,0):	0	0.002	0	0
(19996,1,10,0):	0	0.002	0	0
(19996,1,11,0):	0	0.004	0	0
(19996,1,22,0):	0	0.002	0	0
(19996,1,28,0):	0	0.003	0	0
(19996,1,32,0):	0	0.006	0	0
(19996,1,33,0):	0	0.001	0	0
(19996,1,37,0):	0	0.007	0	0
(19996,1,41,0):	0	0.003	0	0
(19996,1,45,0):	0	0.008	0	0
(19996,1,48,0):	0	0.005	0	0
(19996,1,50,0):	0	0.002	0	0
(19996,1,56,0):	0	0.005	0	0
(19996,1,57,0):	0	0.002	0	0
(19996,1,58,0):	0	0.003	0	0
(19996,1,60,0):	0	0.005	0	0
(19996,1,67,0):	0	0.002	0	0
(19996,1,72,0):	0	0.007	0	0
(19996,1,73,0):	0	0.004	0	0
(19996,1,75,0):	0	0.002	0	0
(19996,1,76,0):	0	0.001	0	0
(19996,1,79,0):	0	0.007	1	1
(19996,1,80,0):	0	0.003	0	0
(19996,1,82,0):	0	0.009	1	1
(19996,1,84,0):	0	0.001	0	0
(19996,1,85,0):	0	0.003	0	0
(19996,1,87,0):	0	0.016	0	0
(19996,1,88,0):	0	0.001	0	0
(19996,1,92,0):	0	0.003	0	0
(19996,1,96,0):	0	0.003	0	0
(19996,1,101,0):	0	0.001	0	0
(19996,1,102,0):	0.002	0.005	0	0
(19996,1,109,0):	0	0.002	0	0
(19996,1,110,0):	0	0.003	0	0
(19996,1,114,0):	0	0.001	0	0
(19996,1,115,0):	0	0.005	0	0
(19996,1,116,0):	0	0.002	0	0
(19996,1,120,0):	0	0.002	0	0
(19996,1,124,0):	0	0.004	0	0
(19996,1,130,0):	0	0.002	0	0
(19996,1,134,0):	0	0.002	1	1
(19996,1,136,0):	0	0.004	0	0
(19996,1,141,0):	0	0.002	0	0
(19996,1,143,0):	0	0.002	0.969	0.997
(19996,1,145,0):	0	0.002	0	0
(19996,1,147,0):	0	0.002	0.644	0.978
(19996,1,149,0):	0	0.002	0	0
(19996,1,152,0):	0	0.004	0	0
(19996,1,155,0):	0	0.005	0	0
(19996,1,157,0):	0.002	0.001	0	0
(19996,1,163,0):	0	0.001	0	0
(19996,1,164,0):	0	0.001	0	0
(19996,1,168,0):	0	0.001	0	0
(19996,1,169,0):	0	0.003	0	0
(19996,1,171,0):	0	0.001	0	0
(19996,1,176,0):	0	0.001	0	0
(19996,1,178,0):	0	0.001	0	0
(19996,1,181,0):	0	0.007	0	0
(19996,1,188,0):	0	0.005	0	0
